query_band,source_id,survey,source_url,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,195620700,2459710.7081461446,59710.2070023,13.2402945,0.0147900777,4096,zg,166.113844,38.2088577,0.416999996,0.0120000001,20220511207002,713,0x3,0x1,20.5900002,26.4009914,0.0354705453,-0.0854213834,6.38661586e-05,30,1.04799998,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,196025702,2459714.7578279735,59714.2570255,13.496645,0.0145941582,4096,zg,166.1138741,38.2088422,1.26600003,-0.023,20220515257014,713,0x3,0x1,20.2600002,26.3838139,0.0386251993,-0.0963032171,8.74162506e-05,30,1.20500004,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,196318612,2459717.686676439,59717.1861227,13.5213032,0.0145762954,4096,zg,166.11386,38.2088581,0.412,0.0289999992,20220518186123,713,0x3,0x1,21.2900009,26.3945179,0.0343813635,-0.0952544585,5.10965256e-05,30,1.046,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,196820813,2459722.7082618787,59722.2081366,13.4497633,0.0146286245,4096,zg,166.1138574,38.2088551,0.986999989,-0.0320000015,20220523208137,713,0x3,0x1,21.5900002,26.3693829,0.03015339,-0.105292611,3.87612818e-05,30,1.11800003,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,196826414,2459722.7642639577,59722.2641435,13.432785,0.0146412672,4096,zg,166.1138682,38.2088595,0.76700002,-0.00700000022,20220523264144,713,0x3,0x1,21.2700005,26.3286343,0.0290040914,-0.115646183,3.64259577e-05,30,1.34200001,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,197020509,2459724.705047375,59724.2050926,13.3765736,0.0146837048,4096,zg,166.1138445,38.2088534,1.579,-0.0350000001,20220525205093,713,0x3,0x1,21.3299999,26.384203,0.0448000357,-0.0855469778,8.603264e-05,30,1.12399995,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,197222158,2459726.7213684185,59726.2215856,13.3165665,0.0147299571,4096,zg,166.1138758,38.2088548,1.14499998,0.00999999978,20220527221586,713,0x3,0x1,21.8400002,26.4003716,0.0284252223,-0.083964549,3.43007741e-05,30,1.19500005,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,197721842,2459731.7177849542,59731.2184259,13.1561213,0.0148580456,4096,zg,166.1138594,38.2088455,0.513999999,-0.00100000005,20220601218414,713,0x3,0x1,20.9300003,26.3584461,0.0385987423,-0.105214395,6.93762195e-05,30,1.23699999,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,198223883,2459736.7377701746,59736.238831,13.1082287,0.0148974303,4096,zg,166.1138613,38.2088567,0.379999995,0.00200000009,20220606238831,713,0x3,0x1,20.5900002,26.3594265,0.0344867073,-0.08848501,6.16450416e-05,30,1.42200005,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,198420077,2459738.6995529025,59738.2007755,13.1439638,0.0148679959,4096,zg,166.1137974,38.2088473,0.990999997,-0.00499999989,20220608200775,713,0x3,0x1,20.1900005,26.3294373,0.0400048904,-0.0746923313,9.74794239e-05,30,1.24300003,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,198624571,2459740.744327982,59740.2457176,13.2945404,0.0147471698,4096,zg,166.1138823,38.2088577,0.92900002,0.0299999993,20220610245718,713,0x3,0x1,20.5,26.2628403,0.0410805158,-0.0684619471,8.8827539e-05,30,1.55799997,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,213942824,2459893.927249183,59893.4282407,13.2515373,0.0147811249,4096,zg,166.1138152,38.2088881,0.55400002,-0.0,20221110428241,713,0x3,0x1,19.3899994,26.2171993,0.0503557175,-0.0503349863,0.000278312538,30,2.11899996,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,214444952,2459898.9489653734,59898.4495255,13.2375679,0.0147922542,4096,zg,166.1137912,38.2088882,2.40199995,-0.0250000004,20221115449468,713,0x3,0x1,20.5499992,26.3551121,0.038369678,-0.113577291,7.80478294e-05,30,1.653,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,214648973,2459900.9893508246,59900.4897338,13.073144,0.0149265919,4096,zg,166.1138114,38.2088649,1.08500004,0.00300000003,20221117489630,713,0x3,0x1,20.6499996,26.4064846,0.0343112312,-0.110821664,5.84786467e-05,30,1.31599998,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,214847346,2459902.9732505414,59902.4734606,13.1652479,0.0148505988,4096,zg,166.1138032,38.2088826,0.810000002,0.00800000038,20221119473461,713,0x3,0x1,20.2700005,26.3668823,0.0391028188,-0.0697546676,8.68610732e-05,30,1.37800002,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,215242934,2459906.9294763063,59906.4293403,13.0049105,0.0149840266,4096,zg,166.1137775,38.2088859,0.742999971,0.00100000005,20221123429329,713,0x3,0x1,21.2299995,26.3317719,0.03174318,-0.0863698944,4.44753969e-05,30,1.63699996,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,215437949,2459908.8797974596,59908.3794907,13.0849094,0.0149167841,4096,zg,166.1137961,38.208889,0.340999991,-0.00499999989,20221125379444,713,0x3,0x1,19.8199997,26.1982365,0.0417771414,-0.0541084856,0.000133149297,30,2.2650001,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,215446826,2459908.9685785077,59908.4682639,13.0405064,0.0149539495,4096,zg,166.1138893,38.2088827,0.414000005,0.0160000008,20221125468264,713,0x3,0x1,20.2099991,26.3644962,0.0481259488,-0.0424172543,0.000143276819,30,1.31400001,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,215547011,2459909.970518004,59909.4701157,13.0296221,0.0149631193,4096,zg,166.113804,38.2088901,0.839999974,0.0209999997,20221126470116,713,0x3,0x1,21.3199997,26.4314251,0.0333399251,-0.127886102,4.75960514e-05,30,1.28999996,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,215548805,2459909.9884594833,59909.4880556,13.0414267,0.0149531746,4096,zg,166.1138365,38.2088617,0.828000009,-0.0399999991,20221126488056,713,0x3,0x1,21.5699997,26.4193745,0.030018406,-0.0959765166,3.80350684e-05,30,1.21000004,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,216833795,2459922.8394634807,59922.3379514,13.3675709,0.0146905826,4096,zg,166.1137615,38.2089201,1.727,-0.00800000038,20221209337951,713,0x3,0x1,19.5200005,26.2240677,0.0335771255,-0.0863415524,0.000117433148,30,2.33500004,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,216843438,2459922.9359068973,59922.4343866,13.3330669,0.014717143,4096,zg,166.1137597,38.2089234,0.558000028,0.00200000009,20221209434375,713,0x3,0x1,19.8899994,26.4056702,0.0474062786,-0.134531513,0.00017312869,30,1.29100001,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,216942472,2459923.926325724,59923.4247222,13.2901115,0.0147506446,4096,zg,166.1138329,38.2088813,0.689999998,0.0120000001,20221210424722,713,0x3,0x1,20.2600002,26.3924675,0.0371488333,-0.0984977782,7.99834525e-05,30,1.32799995,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,216947841,2459923.980022463,59923.4784144,13.2898922,0.0147508178,4096,zg,166.1137984,38.2088629,0.873000026,-0.0,20221210478414,713,0x3,0x1,20.2800007,26.4293385,0.0396962874,-0.105390996,9.14186312e-05,30,1.11699998,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217453255,2459929.034583451,59928.5325579,13.1042681,0.0149007095,4096,zg,166.1138086,38.2088723,0.941999972,-0.0199999996,20221215532523,713,0x3,0x1,20.5499992,26.3641243,0.0401228033,-0.120418735,8.4029205e-05,30,1.01400006,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217453350,2459929.0355325285,59928.5335069,13.1137915,0.0148928296,4096,zg,166.1138065,38.2088701,1.16900003,-0.00300000003,20221215533495,713,0x3,0x1,20.6200008,26.376667,0.0400935225,-0.10591504,8.1172795e-05,30,1.01300001,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217537270,2459929.874801841,59929.3727083,13.0387297,0.0149554443,4096,zg,166.1138186,38.2088665,0.672999978,0.00899999961,20221216372674,713,0x3,0x1,19.8899994,26.1120243,0.0419073366,-0.0799812973,0.000126407598,30,1.579,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217639785,2459930.900034874,59930.3978588,13.0838919,0.0149176316,4096,zg,166.113808,38.2088923,0.507000029,0.0120000001,20221217397454,713,0x3,0x1,20.6700001,26.2572384,0.0398471467,-0.109835751,8.2929575e-05,30,1.37300003,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217649072,2459930.9929127726,59930.4907292,13.1150103,0.0148918238,4096,zg,166.1138204,38.2088638,1.29400003,-0.0120000001,20221217490718,713,0x3,0x1,21.0799999,26.4396763,0.0365458876,-0.121969439,5.9466016e-05,30,1.05200005,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217752854,2459932.030808089,59931.5285417,13.0155649,0.0149749974,4096,zg,166.1138371,38.2088686,1.28400004,-0.0599999987,20221218528542,713,0x3,0x1,21.3700008,26.3232021,0.0328330137,-0.124108799,4.71948588e-05,30,1.01199996,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,217849065,2459932.9930022308,59932.4906597,13.0116482,0.0149783157,4096,zg,166.113824,38.2088718,0.586000025,0.0170000009,20221219490648,713,0x3,0x1,21.6000004,26.4649563,0.0303682871,-0.126731619,3.98617049e-05,30,1.04400003,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218033027,2459934.832764078,59934.3302778,12.9411583,0.0150385052,4096,zg,166.1137869,38.2088876,0.721000016,-0.0,20221221330266,713,0x3,0x1,20.8700008,26.2677746,0.0365396179,-0.0893047079,6.31652729e-05,30,1.90100002,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218134083,2459935.8433975875,59935.3408333,12.9340429,0.0150446324,4096,zg,166.1138172,38.2088698,0.501999974,0.0130000003,20221222340822,713,0x3,0x1,21.0200005,26.121294,0.0372067466,-0.0792043954,5.99919003e-05,30,1.73500001,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218138542,2459935.8879959527,59935.3854282,12.9090538,0.0150662214,4096,zg,166.1138118,38.2088979,0.612999976,0.0,20221222385417,713,0x3,0x1,21.1100006,26.4053726,0.0357122794,-0.134678721,5.77178798e-05,30,1.36500001,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218237481,2459936.8774581407,59936.3748148,12.8167105,0.0151469465,4096,zg,166.1138043,38.2088772,1.48399997,-0.0320000015,20221223374815,713,0x3,0x1,21.3400002,26.3891773,0.0327431858,-0.12752457,4.63673241e-05,30,1.41499996,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218251423,2459937.0168901025,59936.5142361,12.8182516,0.0151455877,4096,zg,166.1138367,38.2088564,0.349000007,0.00800000038,20221223514225,713,0x3,0x1,21.8299999,26.4656982,0.024610607,-0.0965120569,2.56933254e-05,30,1.01199996,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,218340774,2459937.910464579,59937.4077431,12.7878189,0.0151724936,4096,zg,166.113855,38.2088363,0.745999992,-0.00300000003,20221224407732,713,0x3,0x1,20.2000008,26.3889809,0.0397560149,-0.0761815682,9.6683274e-05,30,1.22599995,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,219734665,2459951.8503372124,59951.3466551,13.0781603,0.0149224065,4096,zg,166.113824,38.2088763,0.216000006,0.00300000003,20230107346655,713,0x3,0x1,19.2900009,26.3712654,0.0453822874,-0.0705217794,0.000255668303,30,1.33700001,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,220335934,2459957.863374724,59957.3593403,12.9155731,0.0150605794,4096,zg,166.1138114,38.208869,0.998000026,-0.0179999992,20230113359282,713,0x3,0x1,20.5900002,26.2483349,0.0371385403,-0.12738286,6.98613076e-05,30,1.20099998,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,220340707,2459957.911108878,59957.4070718,12.9285908,0.0150493328,4096,zg,166.1138353,38.2088627,1.34300005,-0.0769999996,20230113407060,713,0x3,0x1,20.6700001,26.224865,0.0464609228,-0.121479183,0.000108467473,30,1.06900001,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,220352680,2459958.0308492654,59957.5268056,12.8776541,0.0150935082,4096,zg,166.1138523,38.2088574,1.48099995,-0.0520000011,20230113526794,713,0x3,0x1,20.4599991,26.0495243,0.0401821136,-0.0930459946,9.24440319e-05,30,1.04400003,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221122634,2459965.7307720985,59965.2263426,12.8029108,0.0151591329,4096,zg,166.1138058,38.2088909,0.619000018,0.0109999999,20230121226296,713,0x3,0x1,19.7299995,26.1655006,0.0476987548,-0.0252565462,0.000183008757,30,2.21700001,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221132391,2459965.8283459856,59965.323912,12.8617258,0.0151074147,4096,zg,166.113861,38.2088614,0.512000024,0.00100000005,20230121323877,713,0x3,0x1,19.9400005,26.3795605,0.0430376455,-0.0825921074,0.000122383732,30,1.25800002,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221240586,2459966.910350087,59966.4058681,12.8070621,0.0151554635,4096,zg,166.113821,38.2088551,0.437999994,-0.00100000005,20230122405868,713,0x3,0x1,21.2299995,26.4700508,0.0381423533,-0.129694045,6.53759489e-05,30,1.03299999,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221240689,2459966.911380131,59966.4068981,12.8028498,0.015159186,4096,zg,166.1138459,38.208869,0.555000007,0.00300000003,20230122406840,713,0x3,0x1,21.1599998,26.4707355,0.0340259708,-0.135564953,5.06216493e-05,30,1.03199995,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221334157,2459967.84609626,59967.3415741,12.7826242,0.0151771009,4096,zg,166.1138394,38.20887,0.703999996,-0.00200000009,20230123341574,713,0x3,0x1,20.0100002,26.3730431,0.0363495611,-0.0494944006,8.75997866e-05,30,1.16700006,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221425855,2459968.7631135406,59968.2585532,12.8633194,0.0151060224,4096,zg,166.113808,38.2088734,0.513000011,0.00499999989,20230124258356,713,0x3,0x1,20.4500008,26.3258247,0.038070865,-0.0706714764,7.30812026e-05,30,1.65199995,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221440831,2459968.912876771,59968.4083102,12.873951,0.0150967371,4096,zg,166.1138323,38.2088708,0.462000012,-0.00200000009,20230124408229,713,0x3,0x1,21.2099991,26.4571247,0.0322595797,-0.101872392,4.63830111e-05,30,1.02499998,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221440924,2459968.913814309,59968.4092477,12.8885002,0.0150840636,4096,zg,166.11384,38.2088681,0.305999994,-0.00100000005,20230124409236,713,0x3,0x1,21.2299995,26.4567089,0.0337282196,-0.103562005,5.06098513e-05,30,1.02400005,1
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221539384,2459969.8984487816,59969.3938426,12.8866472,0.0150856758,4096,zg,166.1138338,38.2088711,0.560000002,-0.00499999989,20230125393831,713,0x3,0x1,21.2999992,26.4684162,0.0376764685,-0.121220864,5.88383627e-05,30,1.03799999,2
g,mkn421,ZTF public,https://irsa.ipac.caltech.edu/cgi-bin/ZTF/nph_light_curves?POS=CIRCLE+166.1138+38.2088+0.0028&BANDNAME=g&NOBS_MIN=3&TIME=59284.333+61125.167&BAD_CATFLAGS_MASK=32768&FORMAT=CSV,713103100005412,221630064,2459970.8052894953,59970.3006481,12.9326468,0.0150458356,4096,zg,166.1138392,38.2088297,0.65200001,-0.0219999999,20230126300637,713,0x3,0x1,19.8199997,26.3847427,0.038933225,-0.0527972579,0.000110913992,30,1.30499995,2
